 0.00000000E+00  2.45473900E+06  5.02731482E-01  8.72710618E+01  3.10234943E+02 -5.89160653E+01  1.10633979E+05  2.00109252E+02 -9.77639103E+00  3.96310058E+05 -1.73382425E+02 -2.85967408E+00
 1.20000000E+02  2.45473900E+06  5.86064815E-01  9.86213896E+01  3.17256708E+02 -6.09251849E+01  1.17118954E+05  2.00680383E+02 -1.02521061E+01  3.95691092E+05 -1.73307091E+02 -2.89202755E+00
 2.40000000E+02  2.45473900E+06  6.69398148E-01  1.09972901E+02  3.24316533E+02 -6.23872982E+01  1.22618817E+05  2.01164956E+02 -1.07277590E+01  3.95023467E+05 -1.73231748E+02 -2.92437757E+00
 3.60000000E+02  2.45473900E+06  7.52731482E-01  1.21325417E+02  3.31370465E+02 -6.33893119E+01  1.27198676E+05  2.01578355E+02 -1.12047639E+01  3.94260026E+05 -1.73156398E+02 -2.95672409E+00
 4.80000000E+02  2.45473900E+06  8.36064815E-01  1.32678751E+02  3.38355493E+02 -6.39928463E+01  1.30908426E+05  2.01932387E+02 -1.16845477E+01  3.93361549E+05 -1.73081040E+02 -2.98906704E+00
 6.00000000E+02  2.45473900E+06  9.19398148E-01  1.44032717E+02  3.45201510E+02 -6.42443107E+01  1.33785823E+05  2.02236521E+02 -1.21685335E+01  3.92295950E+05 -1.73005674E+02 -3.02140638E+00
 7.20000000E+02  2.45474000E+06  2.73148157E-03  1.55387125E+02  3.51842348E+02 -6.41802611E+01  1.35858620E+05  2.02498692E+02 -1.26581265E+01  3.91037617E+05 -1.72930300E+02 -3.05374204E+00
 8.40000000E+02  2.45474000E+06  8.60648151E-02  1.66741786E+02  3.58224304E+02 -6.38299976E+01  1.37146025E+05  2.02725861E+02 -1.31546978E+01  3.89566999E+05 -1.72854918E+02 -3.08607397E+00
 9.60000000E+02  2.45474000E+06  1.69398148E-01  1.78096508E+02  4.31108831E+00 -6.32165440E+01  1.37659657E+05  2.02924429E+02 -1.36595610E+01  3.87870451E+05 -1.72779528E+02 -3.11840211E+00
 1.08000000E+03  2.45474000E+06  2.52731482E-01  1.89451102E+02  1.00851604E+01 -6.23567210E+01  1.37404094E+05  2.03100572E+02 -1.41739366E+01  3.85940398E+05 -1.72704129E+02 -3.15072640E+00
 1.20000000E+03  2.45474000E+06  3.36064815E-01  2.00805376E+02  1.55463249E+01 -6.12607141E+01  1.36377096E+05  2.03260535E+02 -1.46988986E+01  3.83775846E+05 -1.72628723E+02 -3.18304680E+00
 1.32000000E+03  2.45474000E+06  4.19398148E-01  2.12159138E+02  2.07088480E+01 -5.99312951E+01  1.34569491E+05  2.03410914E+02 -1.52352914E+01  3.81383362E+05 -1.72553308E+02 -3.21536323E+00
 1.44000000E+03  2.45474000E+06  5.02731482E-01  2.23512193E+02  2.55982579E+01 -5.83626516E+01  1.31964750E+05  2.03558964E+02 -1.57836045E+01  3.78778640E+05 -1.72477885E+02 -3.24767565E+00
 1.56000000E+03  2.45474000E+06  5.86064815E-01  2.34864350E+02  3.02486588E+01 -5.65385948E+01  1.28538175E+05  2.03712959E+02 -1.63437817E+01  3.75988917E+05 -1.72402453E+02 -3.27998400E+00
 1.68000000E+03  2.45474000E+06  6.69398148E-01  2.46215413E+02  3.47010724E+01 -5.44296964E+01  1.24255630E+05  2.03882646E+02 -1.69149300E+01  3.73056615E+05 -1.72327013E+02 -3.31228822E+00
 1.80000000E+03  2.45474000E+06  7.52731482E-01  2.57565192E+02  3.90031500E+01 -5.19885501E+01  1.19071662E+05  2.04079879E+02 -1.74948746E+01  3.70044859E+05 -1.72251565E+02 -3.34458825E+00
 1.92000000E+03  2.45474000E+06  8.36064815E-01  2.68913503E+02  4.32106814E+01 -4.91416633E+01  1.12926785E+05  2.04319538E+02 -1.80794701E+01  3.67045982E+05 -1.72176108E+02 -3.37688404E+00
 2.04000000E+03  2.45474000E+06  9.19398148E-01  2.80260176E+02  4.73917688E+01 -4.57749906E+01  1.05743608E+05  2.04620979E+02 -1.86615178E+01  3.64195037E+05 -1.72100643E+02 -3.40917553E+00
 2.16000000E+03  2.45474100E+06  2.73148157E-03  2.91605073E+02  5.16357416E+01 -4.17066406E+01  9.74213937E+04  2.05010462E+02 -1.92290284E+01  3.61692178E+05 -1.72025169E+02 -3.44146267E+00
 2.28000000E+03  2.45474100E+06  8.60648151E-02  3.02948111E+02  5.60721372E+01 -3.66313504E+01  8.78288182E+04  2.05525557E+02 -1.97623396E+01  3.59841895E+05 -1.71949686E+02 -3.47374539E+00
 2.40000000E+03  2.45474100E+06  1.69398148E-01  3.14289311E+02  6.09150551E+01 -2.99955264E+01  7.67963468E+04  2.06223944E+02 -2.02290983E+01  3.59127294E+05 -1.71874195E+02 -3.50602363E+00
 2.52000000E+03  2.45474100E+06  2.52731482E-01  3.25628887E+02  6.65860100E+01 -2.06751889E+01  6.41194220E+04  2.07203151E+02 -2.05748617E+01  3.60365790E+05 -1.71798695E+02 -3.53829735E+00
 2.64000000E+03  2.45474100E+06  3.36064815E-01  3.36967350E+02  7.41653506E+01 -5.98244424E+00  4.96443693E+04  2.08651995E+02 -2.07036626E+01  3.65079816E+05 -1.71723186E+02 -3.57056649E+00
 2.76000000E+03  2.45474100E+06  4.19398148E-01  3.48304463E+02  8.82571064E+01  2.19612805E+01  3.39802702E+04  2.11004997E+02 -2.04373296E+01  3.76451944E+05 -1.71647668E+02 -3.60283098E+00
 2.88000000E+03  2.45474100E+06  5.02731482E-01  3.59640720E+02  1.78897499E+02  6.37974091E+01  2.39197230E+04  2.15128792E+02 -1.95775476E+01  3.99272980E+05 -1.71572142E+02 -3.63509078E+00
 2.88379037E+03  2.45474100E+06  5.05363681E-01  3.59999109E+02  1.85220175E+02  6.31193178E+01  2.39069642E+04  2.15287707E+02 -1.95450377E+01  4.00127890E+05 -1.71569756E+02 -3.63610967E+00
 3.00000000E+03  2.45474100E+06  5.86064815E-01  1.09765725E+01  2.52110962E+02  1.01425636E+01  3.30244741E+04  2.19777538E+02 -1.88209624E+01  4.21820157E+05 -1.71496606E+02 -3.66734582E+00
 3.12000000E+03  2.45474100E+06  6.69398148E-01  2.23149746E+01  2.66746109E+02 -1.92689872E+01  4.86700511E+04  2.23023188E+02 -1.85936980E+01  4.33847725E+05 -1.71421062E+02 -3.69959604E+00
 3.24000000E+03  2.45474100E+06  7.52731482E-01  3.36541660E+01  2.76077695E+02 -3.40920419E+01  6.32563785E+04  2.25418207E+02 -1.85956328E+01  4.40718898E+05 -1.71345508E+02 -3.73184140E+00
 3.36000000E+03  2.45474100E+06  8.36064815E-01  4.49942091E+01  2.83866979E+02 -4.31269554E+01  7.60443358E+04  2.27360035E+02 -1.86998248E+01  4.45084718E+05 -1.71269946E+02 -3.76408182E+00
 3.48000000E+03  2.45474100E+06  9.19398148E-01  5.63355176E+01  2.91065504E+02 -4.92735982E+01  8.71745735E+04  2.29026470E+02 -1.88605044E+01  4.47964135E+05 -1.71194374E+02 -3.79631727E+00
 3.60000000E+03  2.45474200E+06  2.73148157E-03  6.76781990E+01  2.98048086E+02 -5.37170376E+01  9.68528136E+04  2.30507837E+02 -1.90580729E+01  4.49815494E+05 -1.71118793E+02 -3.82854766E+00
 3.72000000E+03  2.45474200E+06  8.60648151E-02  7.90222390E+01  3.04988764E+02 -5.70299560E+01  1.05251199E+05  2.31855663E+02 -1.92831017E+01  4.50872219E+05 -1.71043203E+02 -3.86077297E+00
 3.84000000E+03  2.45474200E+06  1.69398148E-01  9.03675732E+01  3.11964862E+02 -5.95230440E+01  1.12503302E+05  2.33101866E+02 -1.95308012E+01  4.51263667E+05 -1.70967604E+02 -3.89299311E+00
 3.96000000E+03  2.45474200E+06  2.52731482E-01  1.01714114E+02  3.18994865E+02 -6.13797670E+01  1.18711591E+05  2.34267370E+02 -1.97987743E+01  4.51065707E+05 -1.70891995E+02 -3.92520804E+00
 4.08000000E+03  2.45474200E+06  3.36064815E-01  1.13061762E+02  3.26056570E+02 -6.27162934E+01  1.23954779E+05  2.35366412E+02 -2.00859866E+01  4.50324525E+05 -1.70816377E+02 -3.95741770E+00
 4.20000000E+03  2.45474200E+06  4.19398148E-01  1.24410408E+02  3.33099776E+02 -6.36111566E+01  1.28293371E+05  2.36408873E+02 -2.03922526E+01  4.49068878E+05 -1.70740750E+02 -3.98962202E+00
 4.32000000E+03  2.45474200E+06  5.02731482E-01  1.35759942E+02  3.40058222E+02 -6.41209850E+01  1.31773630E+05  2.37401629E+02 -2.07179610E+01  4.47316894E+05 -1.70665113E+02 -4.02182097E+00
 4.44000000E+03  2.45474200E+06  5.86064815E-01  1.47110249E+02  3.46861438E+02 -6.42890396E+01  1.34430352E+05  2.38349358E+02 -2.10639224E+01  4.45080105E+05 -1.70589466E+02 -4.05401447E+00
 4.56000000E+03  2.45474200E+06  6.69398148E-01  1.58461208E+02  3.53445326E+02 -6.41496834E+01  1.36288792E+05  2.39255058E+02 -2.14312798E+01  4.42366008E+05 -1.70513810E+02 -4.08620246E+00
 4.68000000E+03  2.45474200E+06  7.52731482E-01  1.69812699E+02  3.59759889E+02 -6.37304525E+01  1.37365969E+05  2.40120362E+02 -2.18214539E+01  4.39179849E+05 -1.70438145E+02 -4.11838490E+00
 4.80000000E+03  2.45474200E+06  8.36064815E-01  1.81164594E+02  5.77326636E+00 -6.30527307E+01  1.37671504E+05  2.40945752E+02 -2.22361043E+01  4.35526003E+05 -1.70362470E+02 -4.15056173E+00
