 4.80000000E+02  2.45948800E+06  8.33333333E-01  6.02547315E+01  8.49954090E+01 -1.84301764E+01  1.00509052E+05  1.17751881E+02  1.62928199E+01  4.54561073E+05  1.87582868E+02 -3.30126495E+00
 6.00000000E+02  2.45948800E+06  9.16666667E-01  7.15954007E+01  8.74542942E+01 -2.11169611E+01  1.10189332E+05  1.18617665E+02  1.49013872E+01  4.59463105E+05  1.87655195E+02 -3.33653458E+00
 7.20000000E+02  2.45948900E+06  0.00000000E+00  8.29368374E+01  8.96107954E+01 -2.33678448E+01  1.18514506E+05  1.19559733E+02  1.36471868E+01  4.63423118E+05  1.87728129E+02 -3.37155823E+00
 8.40000000E+02  2.45948900E+06  8.33333335E-02  9.42790109E+01  9.15632915E+01 -2.53171806E+01  1.25648071E+05  1.20561177E+02  1.25092186E+01  4.66575495E+05  1.87801582E+02 -3.40634863E+00
 9.60000000E+02  2.45948900E+06  1.66666667E-01  1.05621873E+02  9.33747818E+01 -2.70488018E+01  1.31707885E+05  1.21611980E+02  1.14721127E+01  4.69014994E+05  1.87875493E+02 -3.44091671E+00
 1.08000000E+03  2.45948900E+06  2.50000000E-01  1.16965361E+02  9.50888252E+01 -2.86184961E+01  1.36780954E+05  1.22706145E+02  1.05244436E+01  4.70811140E+05  1.87949816E+02 -3.47526991E+00
 1.20000000E+03  2.45948900E+06  3.33333333E-01  1.28309404E+02  9.67376430E+01 -3.00653654E+01  1.40932285E+05  1.23840224E+02  9.65766466E+00  4.72016372E+05  1.88024515E+02 -3.50941343E+00
 1.32000000E+03  2.45948900E+06  4.16666667E-01  1.39653924E+02  9.83466420E+01 -3.14180527E+01  1.44210438E+05  1.25012509E+02  8.86541995E+00  4.72670966E+05  1.88099566E+02 -3.54335145E+00
 1.44000000E+03  2.45948900E+06  5.00000000E-01  1.50998837E+02  9.99371656E+01 -3.26983841E+01  1.46651112E+05  1.26222480E+02  8.14311040E+00  4.72806263E+05  1.88174947E+02 -3.57708535E+00
 1.56000000E+03  2.45948900E+06  5.83333333E-01  1.62344052E+02  1.01528327E+02 -3.39236217E+01  1.48279488E+05  1.27470533E+02  7.48759971E+00  4.72446688E+05  1.88250644E+02 -3.61061483E+00
 1.68000000E+03  2.45948900E+06  6.66666667E-01  1.73689478E+02  1.03138367E+02 -3.51079258E+01  1.49111743E+05  1.28757830E+02  6.89702888E+00  4.71611097E+05  1.88326645E+02 -3.64393883E+00
 1.80000000E+03  2.45948900E+06  7.50000000E-01  1.85035016E+02  1.04785802E+02 -3.62633526E+01  1.49155957E+05  1.30086138E+02  6.37073446E+00  4.70313744E+05  1.88402942E+02 -3.67705363E+00
 1.92000000E+03  2.45948900E+06  8.33333333E-01  1.96380568E+02  1.06490545E+02 -3.74005674E+01  1.48412552E+05  1.31457809E+02  5.90921872E+00  4.68564821E+05  1.88479530E+02 -3.70995363E+00
 2.04000000E+03  2.45948900E+06  9.16666667E-01  2.07726031E+02  1.08275158E+02 -3.85293834E+01  1.46874317E+05  1.32875786E+02  5.51418601E+00  4.66370737E+05  1.88556408E+02 -3.74263212E+00
 2.16000000E+03  2.45949000E+06  0.00000000E+00  2.19071299E+02  1.10166434E+02 -3.96591914E+01  1.44526014E+05  1.34343572E+02  5.18867424E+00  4.63734247E+05  1.88633576E+02 -3.77507903E+00
 2.28000000E+03  2.45949000E+06  8.33333335E-02  2.30416268E+02  1.12197564E+02 -4.07993184E+01  1.41343530E+05  1.35865298E+02  4.93725487E+00  4.60654252E+05  1.88711035E+02 -3.80728138E+00
 2.40000000E+03  2.45949000E+06  1.66666667E-01  2.41760832E+02  1.14411313E+02 -4.19593287E+01  1.37292441E+05  1.37445827E+02  4.76635192E+00  4.57125324E+05  1.88788794E+02 -3.83922355E+00
 2.52000000E+03  2.45949000E+06  2.50000000E-01  2.53104884E+02  1.16864943E+02 -4.31492450E+01  1.32325779E+05  1.39090805E+02  4.68476034E+00  4.53136908E+05  1.88866862E+02 -3.87088424E+00
 2.64000000E+03  2.45949000E+06  3.33333333E-01  2.64448318E+02  1.19638233E+02 -4.43795884E+01  1.26380612E+05  1.40806822E+02  4.70441275E+00  4.48671879E+05  1.88945250E+02 -3.90223590E+00
 2.76000000E+03  2.45949000E+06  4.16666667E-01  2.75791031E+02  1.22847273E+02 -4.56609399E+01  1.19372767E+05  1.42601608E+02  4.84159207E+00  4.43704166E+05  1.89023978E+02 -3.93324320E+00
 2.88000000E+03  2.45949000E+06  5.00000000E-01  2.87132922E+02  1.26669633E+02 -4.70021617E+01  1.11188448E+05  1.44484155E+02  5.11895589E+00  4.38194797E+05  1.89103071E+02 -3.96385705E+00
 3.00000000E+03  2.45949000E+06  5.83333333E-01  2.98473899E+02  1.31393723E+02 -4.84046819E+01  1.01670311E+05  1.46464852E+02  5.56901719E+00  4.32084775E+05  1.89182560E+02 -3.99400870E+00
 3.12000000E+03  2.45949000E+06  6.66666667E-01  3.09813875E+02  1.37524245E+02 -4.98441909E+01  9.05929078E+04  1.48555232E+02  6.24068661E+00  4.25281565E+05  1.89262491E+02 -4.02359778E+00
 3.24000000E+03  2.45949000E+06  7.50000000E-01  3.21152781E+02  1.46032537E+02 -5.12064415E+01  7.76157289E+04  1.50766086E+02  7.21297942E+00  4.17630724E+05  1.89342923E+02 -4.05246383E+00
 3.36000000E+03  2.45949000E+06  8.33333333E-01  3.32490557E+02  1.59028995E+02 -5.20180924E+01  6.21837336E+04  1.53098682E+02  8.62834860E+00  4.08846940E+05  1.89423932E+02 -4.08032340E+00
 3.48000000E+03  2.45949000E+06  9.16666667E-01  3.43827192E+02  1.81784938E+02 -4.99064898E+01  4.32964518E+04  1.55495273E+02  1.07959435E+01  3.98305730E+05  1.89505574E+02 -4.10657728E+00
 3.60000000E+03  2.45949100E+06  0.00000000E+00  3.55166148E+02  2.29793454E+02 -2.36682820E+01  1.95345358E+04  1.57312821E+02  1.46570898E+01  3.84237662E+05  1.89587104E+02 -4.12948087E+00
